ytid,start_s,end_s,audioset_positive_labels,aspect_list,caption,author_id,is_balanced_subset,is_audioset_eval,label_list,aspect_list_parsed,caption_word_count,num_aspects
swIXVQtP_TI,30,40,"/m/042v_gx,/m/04rlf,/m/04rzd,/m/04szw,/m/06w87,/m/0fx80y","['low quality', 'noisy', 'mono', 'cover', 'mandolin solo melody', 'acoustic rhythm guitar', 'smooth bass', 'instrumental playback', 'passionate', 'joyful']","The low quality recording features a cover that consists of a mandolin solo melody playing over playback instrumental that has smooth bass and acoustic rhythm guitar. The recording is noisy, in mono and it sounds passionate and joyful.",4,True,True,"['/m/042v_gx', ' /m/04rlf', ' /m/04rzd', ' /m/04szw', ' /m/06w87', ' /m/0fx80y']","['low quality', 'noisy', 'mono', 'cover', 'mandolin solo melody', 'acoustic rhythm guitar', 'smooth bass', 'instrumental playback', 'passionate', 'joyful']",38,10
sxMYFYDNF_g,140,150,"/m/04rlf,/m/07qqyl4","['game music', 'orchestra music', 'string section', 'horn section', 'voice over radio', 'blasting sounds', 'missiles sound', 'percussion', 'choir sound']","This game music features an orchestra. A string section plays a melody which is in harmony with the horn section. A choir sings in the background. The percussion plays a simple beat. During this orchestral section, a voice over the radio can be heard giving instructions. The orchestral section comes to a pause and the sound of missiles being launched are played. It ends with the sound of blasts. This song can be used in a war game.",0,False,True,"['/m/04rlf', ' /m/07qqyl4']","['game music', 'orchestra music', 'string section', 'horn section', 'voice over radio', 'blasting sounds', 'missiles sound', 'percussion', 'choir sound']",78,9
sxgMEmp5aGE,20,30,"/m/028sqc,/m/02w4v,/m/04rlf","['traditional', 'sustained strings melody', 'short strings melody', 'wide wooden percussions', 'shimmering shakers', 'soulful', 'passionate']","The Traditional song features a sustained strings melody, followed by short strings melody, wide wooden percussions and shimmering shakers. It sounds soulful and passionate.",4,False,False,"['/m/028sqc', ' /m/02w4v', ' /m/04rlf']","['traditional', 'sustained strings melody', 'short strings melody', 'wide wooden percussions', 'shimmering shakers', 'soulful', 'passionate']",24,7
sytdnmy0sRs,30,40,"/m/04rlf,/m/04wptg,/t/dd00031","['low quality', 'mono', 'noisy', 'crowd talking', 'gospel', 'clapping', 'harmonizing female vocals', 'groovy piano melody', 'passionate', 'emotional', 'romantic']","The low quality recording features a gospel song that consists of harmonizing female vocals singing over groovy piano melody and some clapping. There are crowd talking noises in the background, while the recording is in mono and noisy. It sounds emotional, passionate and romantic - like something you would hear at weddings.",4,False,False,"['/m/04rlf', ' /m/04wptg', ' /t/dd00031']","['low quality', 'mono', 'noisy', 'crowd talking', 'gospel', 'clapping', 'harmonizing female vocals', 'groovy piano melody', 'passionate', 'emotional', 'romantic']",52,11
szWQPoOH2Rw,0,10,"/m/04rlf,/t/dd00036","['metal', 'filtered effect', 'aggressive electric guitar riff', 'punchy snare', 'distorted bass', 'screaming male vocal', 'punchy kick', 'energetic cymbals', 'modulated acid synth lead melody', 'energetic', 'manic', 'aggressive']","The Metal song features a screaming male vocal singing repetitive lyrics over distorted bass, aggressive electric guitar riff, punchy snare and kick hits, energetic cymbals and modulated acid synth lead melody. In the first half of the loop, there is a filter effect, that builds the tension before the bass drops. It sounds manic, aggressive and energetic, like something you would listen to while jumping in the mosh pit.",4,False,True,"['/m/04rlf', ' /t/dd00036']","['metal', 'filtered effect', 'aggressive electric guitar riff', 'punchy snare', 'distorted bass', 'screaming male vocal', 'punchy kick', 'energetic cymbals', 'modulated acid synth lead melody', 'energetic', 'manic', 'aggressive']",69,12
t-CMJ6RsZzY,290,300,"/m/04rlf,/m/07r67yg","['instrumental', 'solo ragtime piano', 'bell sound fx', 'lilting feel', 'bouncy bass', 'sunny', 'county fair', 'carnival']",Solo ragtime piano playing a lilting instrumental section with a bouncy bass part in the left hand. The bell sound effect happens once. Good for a sunny day at a County fair or carnival.,8,True,True,"['/m/04rlf', ' /m/07r67yg']","['instrumental', 'solo ragtime piano', 'bell sound fx', 'lilting feel', 'bouncy bass', 'sunny', 'county fair', 'carnival']",34,8
t-CjLfu9zCk,30,40,"/m/0326g,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y","['low quality', 'mono', 'noisy', 'acoustic rhythm guitar chords progression', 'flamenco guitar chord progression', 'guitar tap percussion']","The low quality recording features a live performance of flamenco guitar and acoustic guitar chord progressions. Towards the end of the loop, there are some percussive guitar taps. The recording is noisy as it was recorded outside.",4,True,True,"['/m/0326g', ' /m/0342h', ' /m/04rlf', ' /m/04szw', ' /m/0fx80y']","['low quality', 'mono', 'noisy', 'acoustic rhythm guitar chords progression', 'flamenco guitar chord progression', 'guitar tap percussion']",37,6
t-L_PuzR67U,50,60,"/m/0192l,/m/085jw","['swedish folk music', 'bridal march', 'bagpipes', 'festive', 'ceremonial']",This is a Swedish bridal march piece. The bagpipes are playing a festive melody. There is a ceremonial atmosphere. This piece could be played at a Swedish wedding or during a wedding scene in a Swedish historical drama movie.,9,False,False,"['/m/0192l', ' /m/085jw']","['swedish folk music', 'bridal march', 'bagpipes', 'festive', 'ceremonial']",39,5
t3-xANiQrho,320,330,"/m/01kcd,/m/0319l","['classical', 'orchestral', 'horn', 'string section', 'oboes/flutes', 'soothing', 'slow tempo']","This composition contains someone playing a solo melody on a horn in the mid to higher register. A string section, flutes and oboes are supported with a short rising harmony. This song may be playing live while listening to an orchestra.",6,False,False,"['/m/01kcd', ' /m/0319l']","['classical', 'orchestral', 'horn', 'string section', 'oboes/flutes', 'soothing', 'slow tempo']",41,7
t5fW1-6iXZY,70,80,"/m/015lz1,/m/015y_n,/m/064t9","['albanian pop music', 'male vocals', 'melodic singing', 'clarinet', 'acoustic guitar', 'electric guitat', 'bass guitar', 'acoustic drums', 'easygoing', 'lively']","This is an Albanian pop music piece. There are male vocals singing melodically in the Albanian language. The main theme is being played on the clarinet while there is a melodic backing composed of the acoustic guitar, the electric guitar and the bass guitar. The rhythm is provided by a laid-back acoustic drum beat. The atmosphere is lively. This piece could be used as an opening theme for an Albanian sit-com.",9,False,False,"['/m/015lz1', ' /m/015y_n', ' /m/064t9']","['albanian pop music', 'male vocals', 'melodic singing', 'clarinet', 'acoustic guitar', 'electric guitat', 'bass guitar', 'acoustic drums', 'easygoing', 'lively']",71,10
t6jlx6jAb-Q,70,80,"/m/0326g,/m/0342h,/m/04rlf,/m/04rzd,/m/04szw","['flamenco', 'acoustic guitar', 'oud', 'medium to uptempo']",Someone is playing a melody on an acoustic guitar and someone another melody on a oud. The two melodies complement each other. This song may be playing in a live presentation.,6,True,True,"['/m/0326g', ' /m/0342h', ' /m/04rlf', ' /m/04rzd', ' /m/04szw']","['flamenco', 'acoustic guitar', 'oud', 'medium to uptempo']",31,4
t7oAteGa55g,90,100,"/m/02cz_7,/m/04rlf,/m/064t9,/m/0912c9","['car honking', 'instrumental', 'enthusiastic drumming', 'keyboard harmony', 'punchy beat', 'dance groove', 'pop', 'electronic instrumentation', 'beat boxing', 'vocalisation', 'catchy beat', 'medium fast tempo', 'vibrant', 'youthful', 'catchy', 'dance music', 'funky electric  guitar riff', 'guitar']","This song is an instrumental. The tempo is slow with vigorous drumming, keyboard and electric guitar harmony,beatboxing and the sound of a car horn .The song is vibrant, punchy, vigorous and upbeat with a dance groove. This song is a Pop Hit.",7,True,True,"['/m/02cz_7', ' /m/04rlf', ' /m/064t9', ' /m/0912c9']","['car honking', 'instrumental', 'enthusiastic drumming', 'keyboard harmony', 'punchy beat', 'dance groove', 'pop', 'electronic instrumentation', 'beat boxing', 'vocalisation', 'catchy beat', 'medium fast tempo', 'vibrant', 'youthful', 'catchy', 'dance music', 'funky electric  guitar riff', 'guitar']",42,18
t8SLY7xn7Sc,80,90,/m/05rwpb,"['low quality', 'rock', 'passionate female vocal', 'shimmering hi hats', 'punchy snare', 'uptempo acoustic rhythm guitar', 'electric guitar melody', 'groovy bass', 'crowd talking sounds', 'mellow kick hits', 'happy', 'addictive', 'energetic']","The low quality recording features a rock song that consists of a passionate female vocal singing over shimmering hi hats, punchy snare, mellow kick hits, uptempo acoustic rhythm guitar, groovy bass and some crowd talking sounds in the background. It sounds energetic, happy and addictive.",4,False,False,['/m/05rwpb'],"['low quality', 'rock', 'passionate female vocal', 'shimmering hi hats', 'punchy snare', 'uptempo acoustic rhythm guitar', 'electric guitar melody', 'groovy bass', 'crowd talking sounds', 'mellow kick hits', 'happy', 'addictive', 'energetic']",45,13
tBKOvAiNOQE,30,40,"/m/01kcd,/m/07c6l","['jazz', 'no singer', 'instrumental', 'piano', 'trombone', 'lively', 'playful', 'theme music']",This is a jazz music piece. There is a piano and a trombone playing a groovy tune. The atmosphere is lively. This piece could be used as an opening theme for a nighttime talk show or a historical YouTube channel.,9,False,False,"['/m/01kcd', ' /m/07c6l']","['jazz', 'no singer', 'instrumental', 'piano', 'trombone', 'lively', 'playful', 'theme music']",40,8
tDVOUsG52Jw,20,30,/m/0mkg,"['instrumental', 'medium fast tempo', 'lighthearted', 'accordion melody', 'accordion solo', 'lively', 'simple', 'fun', 'breezy', 'cheerful', 'chirpy', 'enthusiastic', 'carefree']","This music is a simple and pleasing instrumental. The tempo is medium fast with a cheerful accordion harmony. The music is minimalist,simple, cheerful, happy, fun, carefree, jolly and lighthearted.",7,False,False,['/m/0mkg'],"['instrumental', 'medium fast tempo', 'lighthearted', 'accordion melody', 'accordion solo', 'lively', 'simple', 'fun', 'breezy', 'cheerful', 'chirpy', 'enthusiastic', 'carefree']",29,13
tDZPGf8WYmI,90,100,"/m/0140xf,/m/02mscn,/m/03r5q_,/m/04rlf","['christmas music', 'male voice', 'female voice', 'melodic singing', 'cebuano language', 'electric piano', 'electric guitar', 'bass guitar', 'acoustic drums', 'festive', 'cheerful']",This is a Christmas music piece. There is a male voice and a female voice singing melodically in the Cebuano language. The electric piano is playing the main melody while the electric guitar and the bass guitar are playing in the background. The rhythm is provided by a simple and upbeat acoustic drum beat. The atmosphere is festive and cheerful. This piece could be the opening theme of a Christmas movie that takes place in the southern Philippines.,9,False,False,"['/m/0140xf', ' /m/02mscn', ' /m/03r5q_', ' /m/04rlf']","['christmas music', 'male voice', 'female voice', 'melodic singing', 'cebuano language', 'electric piano', 'electric guitar', 'bass guitar', 'acoustic drums', 'festive', 'cheerful']",78,11
tEdeb9eSKDI,30,40,"/m/01v1d8,/m/04rlf,/m/05rwpb","['male singer', 'bad audio quality', 'ambient noises', 'rumbling tones', 'amateur music video', 'no percussions', 'thunder noise', 'lightning', 'guitar accompaniment', 'groovy bass line', 'rain sounds', 'emotional metal song', 'angst', 'love song', 'passionate', 'disturbed mind', 'hurt', 'youthful', 'spirited']","A male singer sings this passionate melody. The song is medium tempo with an amplified guitar playing a distant rhythm with a percussive bass line. The song has ambient noises like rain pattering down, thunder rumble sounds and ambient noise. The sound quality is poor with hissing tones. The song is an amateur metal music video.",1,True,True,"['/m/01v1d8', ' /m/04rlf', ' /m/05rwpb']","['male singer', 'bad audio quality', 'ambient noises', 'rumbling tones', 'amateur music video', 'no percussions', 'thunder noise', 'lightning', 'guitar accompaniment', 'groovy bass line', 'rain sounds', 'emotional metal song', 'angst', 'love song', 'passionate', 'disturbed mind', 'hurt', 'youthful', 'spirited']",56,19
tGUWSgewh0A,270,280,"/m/04rlf,/m/0bm02,/m/0xzly","['trumpets playing', 'brass band', 'cinco de mayo', 'respect the dead', 'medium tempo', 'lively', 'instrumental music', 'vintage marching bands', 'dancing rhythm', 'latin dance band', 'fanfare and pomp', 'trumpets blaring', 'latin percussions', 'poor audio quality', 'steady drumming rhythm', 'tubas playing lower harmony', 'triumphant', 'marching rhythm', 'latin brass band']","The song is an instrumental. The tempo is medium with a brass band playing, trumpets blaring, tubas and trombones playing percussively, Latin percussions playing along with drum hits. The song is lively and exciting. The song is a brass band marching with a poor audio quality.",1,True,True,"['/m/04rlf', ' /m/0bm02', ' /m/0xzly']","['trumpets playing', 'brass band', 'cinco de mayo', 'respect the dead', 'medium tempo', 'lively', 'instrumental music', 'vintage marching bands', 'dancing rhythm', 'latin dance band', 'fanfare and pomp', 'trumpets blaring', 'latin percussions', 'poor audio quality', 'steady drumming rhythm', 'tubas playing lower harmony', 'triumphant', 'marching rhythm', 'latin brass band']",46,19
tGic59TlrVg,30,40,"/m/0140xf,/m/04rlf","['country', 'percussive acoustic rhythm guitar', 'keys chords', 'fruity male vocal', 'emotional', 'passionate', 'heartfelt', 'simple bass']","The Country song features a fruity male vocal singing over percussive acoustic rhythm guitar, simple bass and keys chords. It sounds emotional, passionate and heartfelt - like something you would hear in the old pubs and bars.",4,True,True,"['/m/0140xf', ' /m/04rlf']","['country', 'percussive acoustic rhythm guitar', 'keys chords', 'fruity male vocal', 'emotional', 'passionate', 'heartfelt', 'simple bass']",37,8
tIRHm8VhK_4,30,40,"/m/015vgc,/m/04rlf,/m/0jtg0","['hindi', 'string instrument', ""percussion's"", 'complex clapping', 'upbeat']","This song contains a string instrument playing a fast and complex melody/solo while percussion instruments with a deep kick drum sound, shakers and complex clapping create a solid foundation. This song may be playing in a movie-scene in the desert.",6,True,True,"['/m/015vgc', ' /m/04rlf', ' /m/0jtg0']","['hindi', 'string instrument', ""percussion's"", 'complex clapping', 'upbeat']",40,5
tJWduBZRJkE,310,320,"/m/04rlf,/t/dd00037","['sound effects', 'circus', 'screaming', 'roaring', 'evil laughter', 'synth', 'loud', 'scary', 'creepy', 'chaotic']","This is a chaotic mix of sound effects meant to scare the listener. There is a carousel-like tune coming from what sounds like a circus setting. Various ominous sound effects such as screaming, roaring and evil laughter can be heard in the piece. There is an ear-piercingly loud synth sound at some point. The atmosphere is creepy. This piece could be used in the soundtrack of a horror video game during a nightmare/pandemonium sequence.",9,False,False,"['/m/04rlf', ' /t/dd00037']","['sound effects', 'circus', 'screaming', 'roaring', 'evil laughter', 'synth', 'loud', 'scary', 'creepy', 'chaotic']",74,10
tKawN2sxhYc,30,40,"/m/02cjck,/m/04rlf,/m/0l14gg,/t/dd00034","['instrumenatl music', 'army band music', 'patriotic fervour', 'patriotic music', 'spirited', 'excitement', 'pomp and glory', 'adrenaline rush', 'glory and honour', 'marching drumming rhythm', 'brass band', 'trumpets blaring harmony', 'trombones', 'tubas playing', 'snare plays percussively', 'cymbal crashes', 'poor audio quality', 'showcasing air power', 'documentary soundtrack', 'poor audio quality']","The song is an instrumental. The tempo is medium with a marching band rhythm, snares playing percussively , cymbals crashing, brass band harmony, trumpets blaring, trombones and tubas playing long notes. The song has a patriotic fervour and inspires. The overall sound quality is poor.",1,True,True,"['/m/02cjck', ' /m/04rlf', ' /m/0l14gg', ' /t/dd00034']","['instrumenatl music', 'army band music', 'patriotic fervour', 'patriotic music', 'spirited', 'excitement', 'pomp and glory', 'adrenaline rush', 'glory and honour', 'marching drumming rhythm', 'brass band', 'trumpets blaring harmony', 'trombones', 'tubas playing', 'snare plays percussively', 'cymbal crashes', 'poor audio quality', 'showcasing air power', 'documentary soundtrack', 'poor audio quality']",45,20
tMMjurLqYJQ,0,10,"/m/0342h,/m/03_d0,/m/04rlf,/m/0fx80y","['low quality', 'applause', 'noisy', 'jazz', 'electric guitar melody', 'shimmering hi hats', 'snappy snare', 'groovy piano chords', 'passionate', 'reverberant']","The low quality recording features a jazz song that consists of electric guitar melody, shimmering hi hats, snappy snare, groovy piano melody and some applause at the very beginning of the loop. The recording is noisy and it sounds passionate and reverberant.",4,False,False,"['/m/0342h', ' /m/03_d0', ' /m/04rlf', ' /m/0fx80y']","['low quality', 'applause', 'noisy', 'jazz', 'electric guitar melody', 'shimmering hi hats', 'snappy snare', 'groovy piano chords', 'passionate', 'reverberant']",42,10
tOb0M2k3deo,30,40,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/06rvn,/m/0bm02,/m/0l14md","['amateur recording', 'drums', 'medium to uptempo']",Someone is playing a drum groove on the ride with a lot of fill-ins on toms. This song may be playing during drum practice.,6,False,False,"['/m/026t6', ' /m/02hnl', ' /m/02k_mr', ' /m/03t3fj', ' /m/06rvn', ' /m/0bm02', ' /m/0l14md']","['amateur recording', 'drums', 'medium to uptempo']",24,3
tOnjlUzqSC4,30,40,"/m/04rlf,/t/dd00033","['sad piano music', 'piano melody', 'sombre', 'emotional', 'intricate piano motifs']","This is a sad, emotional piano song. Initially, we hear the low pitch and high pitch notes played in unison. The low notes then serve as a bass backing for the treble. The song would suit a sad scene in a movie.",3,False,False,"['/m/04rlf', ' /t/dd00033']","['sad piano music', 'piano melody', 'sombre', 'emotional', 'intricate piano motifs']",42,5
tPVsTFGWU5Q,80,90,"/m/02lkt,/m/04rlf,/m/0790c,/m/07s72n","['dubstep', 'punchy kick', 'punchy snare', 'groovy hi hats', 'aggressive synth bass', 'mellow bells melody', 'haunting', 'energetic']","The Dubstep song features a punchy kick and snare hits, groovy hi hats, aggressive synth bass and mellow bells melody played in the beginning. It sounds energetic and haunting.",4,False,False,"['/m/02lkt', ' /m/04rlf', ' /m/0790c', ' /m/07s72n']","['dubstep', 'punchy kick', 'punchy snare', 'groovy hi hats', 'aggressive synth bass', 'mellow bells melody', 'haunting', 'energetic']",29,8
tQ1Nl4Dy2aI,30,40,"/m/04rlf,/m/06bxc,/m/0glt670","['rap', 'czech', 'male vocals', 'synth', 'electronic drums', 'aggressive', 'loud']",This is a Czech rap music piece. There is a male voice rapping in the Czech language. There is a medium-pitch synth playing the melody. The medium tempo electronic drum beat carries the rhythmic background. The atmosphere of the piece is loud and aggressive. This piece could be used in the soundtrack of a crime movie taking place in Central Europe.,9,True,True,"['/m/04rlf', ' /m/06bxc', ' /m/0glt670']","['rap', 'czech', 'male vocals', 'synth', 'electronic drums', 'aggressive', 'loud']",61,7
tUSnod37b9Q,40,50,"/m/01xqw,/m/02fsn,/m/0d8_n,/m/0l14_3","['amateur recording', 'upright bass', 'brush sound', 'male voice speaking', 'medium tempo']",This audio contains someone plucking a simple bassline on an upright bass while you can hear a percussive brushing sound. Then the playing stops and a male voice starts speaking. This song may be playing in a video-tutorial.,6,False,False,"['/m/01xqw', ' /m/02fsn', ' /m/0d8_n', ' /m/0l14_3']","['amateur recording', 'upright bass', 'brush sound', 'male voice speaking', 'medium tempo']",38,5
tUZB_Xf1m6k,270,280,"/m/02x8m,/m/04rlf,/t/dd00031","['funk', 'e-bass', 'acoustic drums', 'piano', 'transverse flute', 'digital strings', 'e-guitar', 'male voice singing', 'medium to uptempo', 'positive energy']",A male voice is singing a melody in the midrange sounding like having fun while doing so. Backing vocals are shouting at the end of his phrase. In the background you can hear the instruments playing funky melodies; rhythms and grooves. What stands out is a flute playing a flute melody sounding like a traditional chinese melody and digital strings are playing in the midrange. This song may be playing celebrating graduation with costumes.,6,False,False,"['/m/02x8m', ' /m/04rlf', ' /t/dd00031']","['funk', 'e-bass', 'acoustic drums', 'piano', 'transverse flute', 'digital strings', 'e-guitar', 'male voice singing', 'medium to uptempo', 'positive energy']",74,10
tV2m7HFJprU,230,240,"/m/015lz1,/m/04rlf,/m/06rqw","['soul funk song', 'female backing voices', 'female lead voice', 'funky bassline', 'low quality recording', 'trumpets', 'romantic theme', 'happy mood', 'moderate tempo', 'disco', 'soul']","This soul funk song features a female voice singing the main melody using vocals. This is accompanied by female voices singing backing vocals. The percussion plays a simple beat in common time. The bass plays a funky bassline. The trumpet plays a repetitive fill in the background. Due to the low quality of audio, other instruments are not audible. This song is a classic disco song and can be played in a disco.",0,False,False,"['/m/015lz1', ' /m/04rlf', ' /m/06rqw']","['soul funk song', 'female backing voices', 'female lead voice', 'funky bassline', 'low quality recording', 'trumpets', 'romantic theme', 'happy mood', 'moderate tempo', 'disco', 'soul']",73,11
tWByqbOvYQE,100,110,"/m/04rlf,/m/0b9m1","['traditional music', 'low quality', 'live performance', 'groovy strings chords', 'addictive strings melody', 'breathy flute melody', 'wooden percussive elements', 'simple bass', 'addictive', 'soulful', 'noisy', 'roomy', 'mono']","The low quality recording features a live performance and it consists of groovy strings chords, addictive strings melody, breathy flute melody, simple bass and wooden percussive elements. It is a bit noisy, roomy, mono, but still addictive and soulful.",4,True,True,"['/m/04rlf', ' /m/0b9m1']","['traditional music', 'low quality', 'live performance', 'groovy strings chords', 'addictive strings melody', 'breathy flute melody', 'wooden percussive elements', 'simple bass', 'addictive', 'soulful', 'noisy', 'roomy', 'mono']",39,13
tWexzTJPxQs,30,40,"/m/03r5q_,/m/04rlf","['low quality', 'plastic sound effect', 'squeaky sound effect', 'light snare hits', 'outdoor sound effects', 'organ keys chords', 'groovy piano chords', 'shimmering shakers', 'claps', 'soft kick hits', 'flute melody', 'fun', 'happy']","The low quality recording features a children's song that consists of organ keys chords, groovy piano chords, light snare hits, soft kick hits, shimmering hi hats, and flute melody. There are some squeaky sound effects, alongside plastic foley effects and outdoor ambience sounds. It sounds fun and happy, like something kids would listen to.",4,True,True,"['/m/03r5q_', ' /m/04rlf']","['low quality', 'plastic sound effect', 'squeaky sound effect', 'light snare hits', 'outdoor sound effects', 'organ keys chords', 'groovy piano chords', 'shimmering shakers', 'claps', 'soft kick hits', 'flute melody', 'fun', 'happy']",54,13
tWwvTUm9RXs,40,50,"/m/01sm1g,/m/0l14md","['low quality', 'noisy', 'mono', 'flat male vocal', 'snappy wooden snare hits', 'tutorial']",The low quality recording features a tutorial that consists of a flat male vocal talking over snappy wooden snare one shots. The recording is noisy and in mono.,4,False,False,"['/m/01sm1g', ' /m/0l14md']","['low quality', 'noisy', 'mono', 'flat male vocal', 'snappy wooden snare hits', 'tutorial']",28,6
teyDfFbVMSY,30,40,"/m/015lz1,/m/04rlf,/t/dd00033","['live performance', 'male vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'electronic drums', 'electronic percussion', 'keyboard', 'religious']",This is a live performance of a religious song. There is a male vocalist singing melodically as the lead. The main melody is being played by the keyboard with the electric guitar and the bass guitar in the background. The rhythmic background is provided by the electronic drums and the electronic percussion. The piece has movements reminiscent of Jewish music.,9,True,True,"['/m/015lz1', ' /m/04rlf', ' /t/dd00033']","['live performance', 'male vocal', 'melodic singing', 'electric guitar', 'bass guitar', 'electronic drums', 'electronic percussion', 'keyboard', 'religious']",60,9
thHSYzhoLo4,10,20,"/m/015lz1,/m/04rlf,/m/0gywn,/t/dd00004","['male singer', 'medium tempo', 'soft keyboard harmony', 'steady drumming', 'subtle bass line', 'rhythmic acoustic guitar', 'romantic', 'pleasant', 'soft pop', 'pop', 'pop hits', 'romantic', 'sentimental', 'emotional', 'nostalgic', 'melodic']","A male vocalist sings this soft melody. The tempo is slow with a mellow keyboard harmony, steady drumming, subtle bass line and acoustic guitar accompaniment. The song is soft, romantic, melodic, emotional , sentimental, melancholic and pleasant. This song is classic Soft Rock.",7,False,False,"['/m/015lz1', ' /m/04rlf', ' /m/0gywn', ' /t/dd00004']","['male singer', 'medium tempo', 'soft keyboard harmony', 'steady drumming', 'subtle bass line', 'rhythmic acoustic guitar', 'romantic', 'pleasant', 'soft pop', 'pop', 'pop hits', 'romantic', 'sentimental', 'emotional', 'nostalgic', 'melodic']",43,16
tju-t_Bz_W8,30,40,"/m/04rlf,/m/05rwpb,/m/0m0jc","['fuzzy sustained bass', '808 kick drum', 'beeping style synth', 'hip hop inspired drum beat', 'sound effects', 'slow tempo', 'laughing sound effect', 'muffled shouting sound effect', 'children speaking']","This is an R&B and hip hop inspired instrumental. The drum pattern is 808 kick heavy and typically found in hip hop. The main melodic instruments are the fuzzy bass which plays long sustained notes, and there's also a beeping synth which sounds like the tones of old morse code machines. There are sound effects like a laughing man, children chanting, and a muffled shouting sound.",3,False,False,"['/m/04rlf', ' /m/05rwpb', ' /m/0m0jc']","['fuzzy sustained bass', '808 kick drum', 'beeping style synth', 'hip hop inspired drum beat', 'sound effects', 'slow tempo', 'laughing sound effect', 'muffled shouting sound effect', 'children speaking']",66,9
tmabzx6yxqs,30,40,"/m/04rlf,/t/dd00018","['simple piano', 'groovy synth keys chords', 'echoing wide pig oink sound effects', 'happy tinny bells melody', 'shimmering shakers', 'muffled claps', 'groovy bass', 'soft kick', 'fun', 'happy']","This kids song features groovy synth keys, chords, simple piano melody, echoing and wide pig oink sound effects, shimmering shakers, muffled claps, soft kick hits and groovy bass. It sounds fun and happy - like something that children would listen to in their favorite tv shows.",4,True,True,"['/m/04rlf', ' /t/dd00018']","['simple piano', 'groovy synth keys chords', 'echoing wide pig oink sound effects', 'happy tinny bells melody', 'shimmering shakers', 'muffled claps', 'groovy bass', 'soft kick', 'fun', 'happy']",46,10
tmpVzeD_M5s,40,50,"/m/0342h,/m/04rlf,/m/0b_fwt","['white noise', 'instrumental', 'guitar tuning', 'acoustic guitar', 'tutorial', 'no instrumentation', 'no melody', 'low to high note']",This clip is an instrumental. The tempo is slow with the sound of an acoustic guitar being tuned. This is a tutorial on how to tune a guitar.,7,True,True,"['/m/0342h', ' /m/04rlf', ' /m/0b_fwt']","['white noise', 'instrumental', 'guitar tuning', 'acoustic guitar', 'tutorial', 'no instrumentation', 'no melody', 'low to high note']",28,8
tnDUwvxQU3k,30,40,"/m/04rlf,/t/dd00031","['low quality', 'soul/funk', 'passionate female vocal', 'groovy bass guitar', 'repetitive low plucked string melody', 'wide strings chords', 'punchy snare', 'claps', 'shimmering cymbals', 'soft kick hits', 'emotional', 'passionate', 'addictive']","The low quality recording features a funk/soul song that consists of a passionate female vocal singing over groovy bass guitar, wide strings chords, low repetitive plucked strings melody, punchy snare layered with claps, soft kicks and shimmering cymbals. It sounds emotional, passionate and addictive.",4,False,False,"['/m/04rlf', ' /t/dd00031']","['low quality', 'soul/funk', 'passionate female vocal', 'groovy bass guitar', 'repetitive low plucked string melody', 'wide strings chords', 'punchy snare', 'claps', 'shimmering cymbals', 'soft kick hits', 'emotional', 'passionate', 'addictive']",44,13
tnJb9WyhCUc,160,170,"/m/04rlf,/m/04szw,/m/05pd6,/m/0ggq0m,/t/dd00126","['low quality', 'hydraulophone melody', 'water leaking', 'noisy', 'wide', 'mystical', 'calming', 'relaxing']","The low quality recording features a hydraulophone melody played alongside water leaking sound. The recording is wide, noisy and it sounds relaxing and calming.",4,False,False,"['/m/04rlf', ' /m/04szw', ' /m/05pd6', ' /m/0ggq0m', ' /t/dd00126']","['low quality', 'hydraulophone melody', 'water leaking', 'noisy', 'wide', 'mystical', 'calming', 'relaxing']",24,8
tnSM-SnE5Lk,520,530,"/m/0395lw,/m/04rlf,/t/dd00126,/t/dd00128","['low quality', 'church bells', 'distant brass melody', 'loud impact', 'noisy', 'mono', 'compilation']","The low quality recording features a distant brass melody and loud impact, after which there are church bells sounds. It is noisy and in mono and it sounds like a compilation.",4,False,False,"['/m/0395lw', ' /m/04rlf', ' /t/dd00126', ' /t/dd00128']","['low quality', 'church bells', 'distant brass melody', 'loud impact', 'noisy', 'mono', 'compilation']",31,7
tpamd6BKYU4,30,40,"/m/03r5q_,/m/04rlf,/m/05fw6t","[""children's song"", 'r&b feel', 'groovy bassline', 'male voice', ""children's voices"", 'slow tempo', 'programmed percussion', 'keyboard music', 'happy mood', 'repetitive melody']",This children's song features a male voice singing the main melody. Children repeat numbers after the main voice sings. This is accompanied by percussion playing a simple beat. The bass plays a groovy bassline. A keyboard plays in the background. A sound like a marimba plays individual notes in an ascending order followed by descending notes. An organ plays chords in the background. The mood of this song is happy. This song can be played in a children's educational animation movie.,0,False,False,"['/m/03r5q_', ' /m/04rlf', ' /m/05fw6t']","[""children's song"", 'r&b feel', 'groovy bassline', 'male voice', ""children's voices"", 'slow tempo', 'programmed percussion', 'keyboard music', 'happy mood', 'repetitive melody']",81,10
